4,8,2,6,3,9,1,5
4,8,2,6,3,9,1,7
5,1,4,8,2,6,3,9
5,1,8,4,2,6,3,9
5,1,9,3,6,2,4,8
5,1,9,3,6,2,8,4
7,1,4,8,2,6,3,9
7,1,8,4,2,6,3,9
7,1,9,3,6,2,4,8
7,1,9,3,6,2,8,4
8,4,2,6,3,9,1,5
8,4,2,6,3,9,1,7
9,3,6,2,4,8,1,5
9,3,6,2,4,8,1,7
9,3,6,2,8,4,1,5
9,3,6,2,8,4,1,7
