5,10,2,8,4,12,6,3,9,1,7
5,10,2,8,4,12,6,3,9,1,11
5,10,2,8,4,12,6,3,9,1,13
7,1,5,10,2,8,4,12,6,3,9
7,1,9,3,6,12,4,8,2,10,5
9,3,6,12,4,8,2,10,5,1,7
9,3,6,12,4,8,2,10,5,1,11
9,3,6,12,4,8,2,10,5,1,13
11,1,5,10,2,8,4,12,6,3,9
11,1,9,3,6,12,4,8,2,10,5
13,1,5,10,2,8,4,12,6,3,9
13,1,9,3,6,12,4,8,2,10,5
